	target_text	input_text	prefix
4636	i want to do something like that too, can you show me the howto?	i am trying to follow this howto to get my laptop to power down/up when the lid is closed opened...but it says to run /sbin/chkconfig --add acpid that is a redhat thing....is there a debian version? 	CHAT
4637	could you post your xf86config-4 somewhere on the Web?	i just connected a new monitor that can do higher resolutions than my old one. I edited /etc/X11/XF86Config and set new modes, but still the screen resolution chooser does not let me select the higher res. any ideas? did you change the refresh rates of the monitor as well as the resolution? 	CHAT
4638	have you tried VESA?	xserver-xorg 	CHAT
4639	 can you repeat? I missed it(can't scroll, irssi)	it seems to be related to the AGP card, when I disable that, it works right. 	CHAT
4640	hello there could you help me out with firestarter	hello there could you help me out with firestarter 	CHAT
4641	well, I'm not sure, you could try to hold left shift pressed on the bios screen on boot which should give you the grub menu and try an older kernel, can you pastebin the dmesg output first though?	did you install a kernel update? does the kernel log show something? could be, yes. was there a new kernel update availlable today? I think so, yes 	CHAT
4642	you might also try tvtime and zapping, or 'apt-cache search television'	hi, what program is in ubuntu's extra repositories or main repositipries for viewing TV through a TV Tuner (ATI PCI) xawtv, for one 	CHAT
4643	can you tell hendaus where they are available?	there are ext3 readers and writers for windows available 	CHAT
4644	have you tried nvidia-glx-180?	any one here use lostIrc ? ubuntu 8.10 has issues with some nvidia drivers  i have a Gforce 8400 GS and none of the drivers will load they all say active but not in use 	CHAT
4645	you might let us know, then, if you have a TV tuner card, or what you're asking	anyone figured out a way to watch the olympics? I think your question lacks detail.  I'm watching them right now. 	CHAT
4646	did you try getting the latest nvidia-glx then?	help, the new updates messed up my X! the updates updated the kernel, but not Nvidia-glx 	CHAT
4647	 you might want to reread the install directions for that program.  and be sure you spell everything correctly.     use TAB to complete the proper filenames also.	Hello. Does anyone know how to run a python script? This one to be exact. http://ozlabs.org/~dgibson/quickcall.html  python programname.pl  (or whatever its called) 	CHAT
4648	could anyone tell me if there is ubuntu 64 bits for download, if yes could you send me the link? PVT please	alguém poderia me informar se existe ubuntu 64 bits pra baixar, se sim poderia me mandar o link?PVT por favor 	CHAT
4649	 you might want to state your irc client. and check your irc clients docs./settings/menus	any of ya know how to change the color of this ?  this what? 	CHAT
4650	you might seriously want to look in to backing up imporntant stuff/data/home and a reinstall.	Can someone please tell me again how to upgrade from 5.10 to 7.04? ICK. 	CHAT
4651	can you see me now?	hey 	CHAT
4652	yes? what have you tried so far?	I am having issues with reading my cpu temps help? 	CHAT
4653	have you tried simply forwarding X over ssh? not as efficient but should work	I have followed a couple of different Howto trying to config vnc server on Ubuntu 10.10 machine but still have not been able to connect form my ubuntu 11:10 notebook - any suggestions? 	CHAT
4654	can you see my ip?	hi 	CHAT
4655	 whats your vidoe chipset? have you tried the nomodeset option?	i need some help. im trying to boot meerkat from tge cd, but it just hangs at the splash screen. any suggestions? 	CHAT
4656	hi! i've got a question about grub, can you guys help me out on it'?	hello? 	CHAT
4657	can you tell me what is the port of nmap?	what is nmap? 	CHAT
4658	 what have you tried exactly? you should be able to just plug it in. (check dmesg output for any errors) and try mounting a cd by hand once you determine its /dev/sd## name. It may not be using /dev/cdrom by default	Hello Guys. I have spend a few hours on getting my new external cd rom drive on the netbook and failed. It works on the xp vbox though. Anyone succeeded? 	CHAT
4659	The bst you might have to do is fix up grub.	if i install Linux Mint 5 will the settings of Hardy be conflicting with Mint? If you install it on anothe rpartition, then of course, no. 	CHAT
4660	have you tried http://ubuntuguide.org	waht the command to install the package?? xevil:well i dont know..i downloaded from their site 	CHAT
4661	i dont think anyone here speaks vietnamese, can you ask in english?	-=Bây giò’ là=-=11:00:00 (GMT +07:00)=-=Thú’ Sáu=-=13/08/2010=- Ke² khen ta, khen ðúng là ban ta - Ke² çhê ta, çhê ðúng là thâ`y ta - Ke² khen ta, khen không ðúng là ke² thù çµa² ta. 	CHAT
4662	can you guys help me out?	i dont know if any of you can help me, but i just tried using the Ubuntu Live CD, and i got an xserver error, it said it could not detect screens 	CHAT
4663	have you treid rosegarden ?...it looks sweet..anyway just cuirous but I doubt I can help :(	anyone got midi working with ubuntu? sadly I dont  have midi keyboard..I want one badly but 	CHAT
4664	btw, if you have resources to expend you might consider contributing to EDS	sorry, just saw your request running a custom repo should be rather easy though 	CHAT
4665	oh...you might need to change a setting in the software sources window to let it show non-lts upgrades	Can anyone tell me how to migrate from 8.04 to 8.10? upgrade manager should offer it 	CHAT
4666	could you form a complete sentence?	youtube youtube 	CHAT
4667	did you try following its suggestion?	hehe well i must say im a noob but what happens in the guide u showed me is this :    The program 'patch' is currently not installed.  You can install it by typing: sudo apt-get install patch 	CHAT
4668	this is more a discussion for #ubuntu-offtopic. could you take it there please?	IO:well ya! Im not ASKING if you USE the os,im asking WHY it is better or not 	CHAT
4669	this channel is for tech support. could you take off-topic chatter to #ubuntu-offtopic or #ubuntu-cn?	luck ,are you woman? thats a rather off topic question 	CHAT
4670	did you try 'sudo update-grub2' to rebuild the menu file	i just checked out #grub no one is there 	CHAT
4671	how did you try?	i cant change the number of desktops in compiz any ideas? 	CHAT
4672	perhaps you might ask #samba?	Hi I'm trying to get to a windows xp computer on a domain and I keep getting access denied, I don't get any password prompt or anything? What am I doing wrong? Thanks. 	CHAT
4673	can you access her/his home directory? just browse to it and click the binary	how Can i open eclipse frmo user X if it was only installed on user Y? installed using apt or  manaually? 	CHAT
4674	have you tried a breezy/5.10 live cd?	quick newbie question: I tried a v5.04 live cd today, but got an 'OUT OF FREQUENCY RANGE' error message. Could anybody please tell me what frequency to change my moniter to for optimal performance  with Hoary Hedgehog? 	CHAT
4675	can you hear sound from any app?	i downloadled all codes, but in mpeg or avi, i cant heard sound!!! anyone help me 	CHAT
4676	have you tried with -plow ?	Any ideas on how to get back a deleted XF86Config-4 file? sudo dpkg-reconfigure xserver-xfree86 	CHAT
4677	you might want to look at logwatch. i think it does just that, or can be configured to.	in a crontab i want to grep a log file for things that happened today, how can i do that? The date format is like [Sat May 19 00:08:43 2012] 	CHAT
4678	did you try the command?	find `pwd` 	CHAT
4679	did you try the PXE netboot I mentioned?	Is there a net install of Ubuntu out there? there's a PXE netboot 	CHAT
4680	you might mean http://archive.ubuntulinux.org/ubuntu/dists/warty/main/installer-i386/	we don't have Ubuntu netinst images, not in the Debian sense anyway 	CHAT
4681	/me is on GPRS busy fixing a box somewhere.  can you repeat the question?  /msg is better	heya man uncomment   main/illegal  in sources.list ;-) 	CHAT
4682	if not, can you file it as a bug/suggestion thatthere really ought to be	I just removed my bottem panal by mistake, how do I get it back? was the a big question box saying ''are you sure?'' 	CHAT
4683	gthumb does seem to be crashing a fare bit for me in Hoary, can you file a bug if you have a specific test case	i filed a bug at the gnome bugzilla 167305 	CHAT
4684	can you make sure there's a link to that on the wiki so that the next time somebody does a search it shows up	oaf why dident ubuntu automaticly install devlopment tools like gcc etc apt-get install build-essential 	CHAT
4685	can you file a bug about it.  It should 'just work' (lots of the developers have PowerBooks)	how easy is it to replace xfree4.3.99 with xorg? I can't get xfree to work at all with my iBook radeon m7 	CHAT
4686	ok, could you file a bug in bugzilla.ubuntulinux.org?	hmm. when ubuntu detects an existing swap partition it checks all of it, which is slow. it would likely be better just to mkswap again can that ever be destructive on any useful data? 	CHAT
